"EJI 2024 Data Dictionary
E_CANCER,EP_CANCER,Percentage of individuals with cancer,HVM,HVM DOM,"2024 CDC PLACES Data 

https://data.cdc.gov/500-Cities-Places/PLACES-Census-Tract-Data-GIS-Friendly-Format-2024-/yjkw-uj5s/about_data",No Value,No Value
EPL_CANCER,EPL_CANCER,Percentile rank of percentage of persons with cancer,HVM,HVM DOM,No Value,In Excel: PERCENTRANK.INC on EP_CANCER array with 4 significant digits,Null values removed before calculating output rank.
F_CANCER,F_CANCER,Flag indicating tracts greater than 0.6666 percentile rank with cancer,HVM,No Value,No Value,EPL_CANCER > 0.6666,No Value
E_CHD,No Value,Percentage of individuals with coronary heart disease,HVM,HVM DOM,"2024 CDC PLACES Data 

https://data.cdc.gov/500-Cities-Places/PLACES-Census-Tract-Data-GIS-Friendly-Format-2024-/yjkw-uj5s/about_data",No Value,No Value
EPL_CHD,No Value,Percentile rank of percentage of individuals with coronary heart disease,HVM,HVM DOM,No Value,In Excel: PERCENTRANK.INC on EP_CHD array with 4 significant digits,Null values removed before calculating output rank.
F_CHD,F_CHD,Flag indicating tracts greater than 0.6666 percentile rank with coronary heart disease,HVM,No Value,No Value,EPL_BPHIGH > 0.6666,No Value
E_MHLTH,EP_MHLTH,Percentage of individuals reporting not good mental health,HVM,HVM DOM,"2024 CDC PLACES Data 

https://data.cdc.gov/500-Cities-Places/PLACES-Census-Tract-Data-GIS-Friendly-Format-2024-/yjkw-uj5s/about_data",No Value,No Value
EPL_MHLTH,EPL_MHLTH,Percentage of individuals reporting not good mental health percentile rank,HVM,HVM DOM,No Value,In Excel: PERCENTRANK.INC on EP_MHLTH array with 4 significant digits,Null values removed before calculating output rank.
F_MHLTH,F_MHLTH,Flag indicating tracts greater than 0.6666 percentile rank with not good mental health,HVM,No Value,No Value,EPL_MHLTH > 0.6666,No Value
E_DIABETES,EP_DIABETES,Percentage of individuals with diabetes,HVM,HVM DOM,"2024 CDC PLACES Data 

https://data.cdc.gov/500-Cities-Places/PLACES-Census-Tract-Data-GIS-Friendly-Format-2024-/yjkw-uj5s/about_data",No Value,No Value
EPL_DIABETES,EPL_DIABETES,Percentile rank of percentage of individuals with diabetes,HVM,HVM DOM,No Value,In Excel: PERCENTRANK.INC on EP_DIABETES array with 4 significant digits,Null values removed before calculating output rank.
F_DIABETES,F_DIABETES,Flag indicating tracts greater than 0.6666 percentile rank with diabetes,HVM,No Value,No Value,EPL_DIABETES > 0.6666,No Value
F_HVM,F_HVM,Total number of tertile flags (>0.6666),HVM,No Value,"No Value
",F_BPHIGH + F_ASTHMA + F_CANCER + F_MHLTH + F_DIABETES,Tract with null values were not included in the sum.
RPL_HVM,RPL_HVM,Normalized (0-1) flag score for HVM tertile flags,HVM,No Value,No Value,F_HVM * 0.2,No Value
E_NEHD,No Value,Number of extreme heat days (days where maximum temperature exceeds 95th percentile of historical maximum temperatures for that tract),CBM,CBM DOM1,"CDC’s National Environmental Public Health Tracking Network Data Explorer 

https://ephtracking.cdc.gov/DataExplorer/",No Value,No Value
EPL_NEHD,No Value,Percentile rank of the number of extreme heat days,CBM,CBM DOM1,No Value,In Excel: PERCENTRANK.INC on E_NEHD array with 4 significant digits,Null values removed before calculating output rank.
SPL_CBM_DOM1,No Value,Domain consisting of the number of extreme heat days,CBM,CBM DOM1,No Value,EPL_NEHD,No Value
RPL_CBM_DOM1,No Value,Percentile rank of the domain consisting of number of extreme heat days,CBM,CBM DOM1,No Value,In Excel: PERCENTRANK.INC on SPL_CBM_DOM1 array with 4 significant digits,No Value
E_SMOKE,No Value,Average annualized frequency of smoky days from wildfire smoke,CBM,CBM DOM2,"NOAA; OSPO (Office of Satellite and Product Operations)

https://www.ospo.noaa.gov/products/land/hms.html#data",No Value,No Value
EPL_SMOKE,No Value,Percentile rank of average annualized frequency of smoky days from wildfire smoke,CBM,CBM DOM2,No Value,In Excel: PERCENTRANK.INC on E_SMOKE array with 4 significant digits,Null values removed before calculating output rank.
E_BURN,No Value,Average annualized burned area from wildfires,CBM,CBM DOM2,"1984 – 2022 USGS EROS, USDA, GTAC; MTBS (Monitoring Trends in Burn Severity)

https://mtbs.gov/direct-download",No Value,No Value
EPL_BURN,No Value,Percentile rank of average annualized burned area from wildfires,CBM,CBM DOM2,No Value,In Excel: PERCENTRANK.INC on E_BURN array with 4 significant digits,Null values removed before calculating output rank.
SPL_CBM_DOM2,No Value,Domain consisting of wildifire smoke frequency and burned area from wildfires,CBM,CBM DOM2,No Value,EPL_BURN + EPL_SMOKE,No Value
RPL_CBM_DOM2,No Value,Percentile rank of the domain consisting of wildifire smoke frequency and burned area from wildfires,CBM,CBM DOM2,No Value,In Excel: PERCENTRANK.INC on SPL_CBM_DOM2 array with 4 significant digits,Null values removed before calculating output rank.
E_CFLD,No Value,Average annualized frequency of coastal flooding events,CBM,CBM DOM3,"FEMA's National Risk Index NRI

https://hazards.fema.gov/nri/data-resources",No Value,No Value
EPL_CFLD,No Value,Percentile rank of average annualized frequency of coastal flooding events,CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on E_CFLD array with 4 significant digits,Null values removed before calculating output rank.
F_CFLD,No Value,Flag to denote true values and null values in Coastal Flooding Frequency,CBM,CBM DOM3,No Value,"If E_CFLD = 0, then F_CFLD = 0 to denote true zeros;
If E_CFLD IS NULL, F_CFLD = 1 to denote where missing data has been updated to zero;
If E_CFLD > 0 and EPL_CFLD = 0, then F_CFLD = 2 to denote non-zero values
with a percentile rank of zero;
All others receive a flag of 9.",No Value
E_DRGT,No Value,Average annualized frequency of drought events,CBM,CBM DOM3,"FEMA's National Risk Index NRI

https://hazards.fema.gov/nri/data-resources",No Value,No Value
EPL_DRGT,No Value,Percentile rank of average annualized frequency of drought events,CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on E_DRGT array with 4 significant digits,Null values removed before calculating output rank.
F_DRGT,No Value,Flag to denote true values and null values in Drought Frequency,CBM,CBM DOM3,No Value,"If E_DRGT = 0, then F_DRGT = 0 to denote true zeros;
If E_DRGT IS NULL, F_DRGT = 1 to denote where missing data has been updated to zero;
If E_DRGT > 0 and EPL_DRGT = 0, then F_DRGT = 2 to denote non-zero values
with a percentile rank of zero;
All others receive a flag of 9.",No Value
E_HRCN,No Value,Average annualized frequency of hurricane events,CBM,CBM DOM3,"FEMA's National Risk Index NRI

https://hazards.fema.gov/nri/data-resources",No Value,No Value
EPL_HRCN,No Value,Percentile rank of average annualized frequency of hurricane events,CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on E_HRCN array with 4 significant digits,Null values removed before calculating output rank.
F_HRCN,No Value,Flag to denote true values and null values in Hurricane Frequency,CBM,CBM DOM3,No Value,"If E_HRCN = 0, then F_HRCN = 0 to denote true zeros;
If E_HRCN IS NULL, F_HRCN = 1 to denote where missing data has been updated to zero;
If E_HRCN > 0 and EPL_HRCN = 0, then F_HRCN = 2 to denote non-zero values
with a percentile rank of zero;
All others receive a flag of 9.",No Value
E_RFLD,No Value,Average annualized frequency of riverine flooding events,CBM,CBM DOM3,"FEMA's National Risk Index NRI

https://hazards.fema.gov/nri/data-resources",No Value,No Value
EPL_RFLD,No Value,Percentile rank of average annualized frequency of riverine flooding events,CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on E_RFLD array with 4 significant digits,Null values removed before calculating output rank.
F_RFLD,No Value,Flag to denote true values and null values in Riverine Flooding Frequency,CBM,CBM DOM3,No Value,"If E_RFLD = 0, then F_RFLD = 0 to denote true zeros;
If E_RFLD IS NULL, F_RFLD = 1 to denote where missing data has been updated to zero;
If E_RFLD > 0 and EPL_RFLD = 0, then F_RFLD = 2 to denote non-zero values
with a percentile rank of zero;
All others receive a flag of 9.",No Value
E_SWND,No Value,Average annualized frequency of strong wind events,CBM,CBM DOM3,"FEMA's National Risk Index NRI

https://hazards.fema.gov/nri/data-resources",No Value,No Value
EPL_SWND,No Value,Percentile rank of average annualized frequency of strong wind events,CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on E_SWND array with 4 significant digits,Null values removed before calculating output rank.
F_SWND,No Value,Flag to denote true values and null values in Strong Wind Frequency,CBM,CBM DOM3,No Value,"If E_SWND = 0, then F_SWND = 0 to denote true zeros;
If E_SWND IS NULL, F_SWND = 1 to denote where missing data has been updated to zero;
If E_SWND > 0 and EPL_SWND = 0, then F_SWND = 2 to denote non-zero values with a percentile rank of zero;
All others receive a flag of 9.",No Value
E_TRND,No Value,Average annualized frequency of tornado events,CBM,CBM DOM3,"CDC’s National Environmental Public Health Tracking Network Data Explorer 

https://ephtracking.cdc.gov/DataExplorer/",No Value,No Value
EPL_TRND,No Value,Percentile rank of average annualized frequency of tornado events,CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on E_TRND array with 4 significant digits,Null values removed before calculating output rank.
F_TRND,No Value,Flag to denote true values and null values in Tornado Frequency,CBM,CBM DOM3,No Value,"If E_TRND = 0, then F_TRND = 0 to denote true zeros;
If E_TRND IS NULL, F_TRND = 1 to denote where missing data has been updated to zero;
If E_TRND > 0 and EPL_TRND = 0, then F_TRND = 2 to denote non-zero values
with a percentile rank of zero;
All others receive a flag of 9.",No Value
SPL_CBM_DOM3,No Value,"Domain consisting of Coastal Flooding Frequency, Drought Frequency, Hurricane Frequency, Riverine Flooding Frequency, Strong Wind Frequency, and Tornado Frequency",CBM,CBM DOM3,No Value,EPL_CFLD + EPL_DRGT + EPL_HRCN + EPL_RFLD + EPL_SWND + EPL_TRND,Tract with null values were not included in the sum.
RPL_CBM_DOM3,No Value,"Percentile rank of domain consisting of Coastal Flooding Frequency, Drought Frequency, Hurricane Frequency, Riverine Flooding Frequency, Strong Wind Frequency, and Tornado Frequency",CBM,CBM DOM3,No Value,In Excel: PERCENTRANK.INC on SPL_CBM_DOM3 array with 4 significant digits,Null values removed before calculating output rank.
SPL_CBM,No Value,Summation of the Climate Burden Module percentile ranks,CBM,No Value,No Value,EPL_NEHD + EPL_BURN + EPL_SMOKE + EPL_CFLD + EPL_DRGT + EPL_HRCN + EPL_RFLD + EPL_SWND + EPL_TRND,Tract with null values were not included in the sum.
RPL_CBM,No Value,Percentile ranks of the Climate Burden Module,CBM,No Value,No Value,In Excel: PERCENTRANK.INC on SPL_CBM array with 4 significant digits,Null values removed before calculating output rank.
AFAM,No Value,"Adjunct variable - Black and African American, Not Hispanic or Latino persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0080E,No Value
E_AFAM,No Value,"Adjunct variable - Percentage of Black and African American, Not Hispanic or Latino persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0080PE,No Value
AIAN,No Value,"Adjunct variable - American Indian and Alaska Native, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0081E,No Value
E_AIAN,No Value,"Adjunct variable - Percentage of American Indian and Alaska Native, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05 

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0081PE,No Value
ASIAN,No Value,"Adjunct variable - Asian, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0082E,No Value
E_ASIAN,No Value,"Adjunct variable - Percentage of Asian, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0082PE,No Value
HISP,No Value,Adjunct variable - Hispanic or Latino (of any race) Persons estimate,No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0073E,No Value
E_HISP,No Value,Adjunct variable - Percentage of Hispanic or Latino (of any race) Persons estimate,No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0073PE,No Value
NHPI,No Value,"Adjunct variable - Native Hawaiian and Other Pacific Islander, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0083E,No Value
E_NHPI,No Value,"Adjunct variable - Percentage of Native Hawaiian and Other Pacific Islander, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0083PE,No Value
OTHERRACE,No Value,"Adjunct variable - Other Races, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0084E,No Value
E_OTHERRACE,No Value,"Adjunct variable - Percentage of Other Races, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0084PE,No Value
TWOMORE,No Value,"Adjunct variable - Two or More Races, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0085E,No Value
E_TWOMORE,No Value,"Adjunct variable - Percentage of Two or More Races, Not Hispanic or Latino Persons estimate",No Value,No Value,"2015-2019 Census Bureau American Community Survey (ACS) 5-year Data - Table DP05

https://www.census.gov/data/developers/data-sets/acs-5year.html",DP05_0085PE,No Value
Tribe_PCT_Tract,No Value,Percent of census tract that intersects with Tribal land,No Value,No Value,"The U.S. Census Bureau 2023 American Indian Area Geography 

https://www.census.gov/cgi-bin/geo/shapefiles/index.php?year=2023&layergroup=American+Indian+Area+Geography",No Value,"Sum of the geographical intersections of Tribal land per census tract. 
All Tribal lands are used in caluclation (including non-federally recognized tribal lands)."
Tribe_Names,No Value,Concatenation of Tribal land names that intersect with the census tract,No Value,No Value,"The U.S. Census Bureau 2023 American Indian Area Geography 

https://www.census.gov/cgi-bin/geo/shapefiles/index.php?year=2023&layergroup=American+Indian+Area+Geography",No Value,No Value
Tribe_Flag,No Value,Flag to denote if Tribal Lands belong to Federally Recognized Tribes,No Value,No Value,"The U.S. Census Bureau 2023 American Indian Area Geography 

https://www.census.gov/cgi-bin/geo/shapefiles/index.php?year=2023&layergroup=American+Indian+Area+Geography","
If AINNHR = F and MTFCC =! G2160, then Tribal_Flag = 1 to denote Tribal Lands are federally recognized. 
All others receive a flag of 0.","If the sum of Tribal lands for a tract includes at least 1 federally recognized Tribe, the tract will receive a flag of 1, even if there are also non-federally regognized Tribes in the tract as well."
